"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",86.4,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",84.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",81.6,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",89.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",86,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",86.6,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",83.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",85,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",85,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",89,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",87,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",88,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",81.1,"B","Break"
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",83.5,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",85,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",83.2,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",82.9,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",83.2,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",81.7,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",80.4,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",83.4,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",83,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",84,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",83.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",73,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",74,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",72,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",65.9,"B","Break"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",72.8,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",67.6,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",69.3,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",68.4,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",69.8,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",71.2,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",67.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",74.4,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",70.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",73.6,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",73.8,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",73.7,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",73.6,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",55,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",59,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",58,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",52.3,"B","Break"
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",51.5,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",52.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",57,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",59.8,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",60.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",61.3,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",54.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",68,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",60.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",67.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",65.5,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",62.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",66.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",78,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",78,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",77,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",71.1,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",74.4,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",72.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",74.2,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",74,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",74.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",74.3,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",70.8,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",77.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",74.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",77,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",76.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",75.2,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",76.2,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",92,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",90,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",94,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",91.1,"B","Break"
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",88.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",88.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",89.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",90.9,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",91,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",88.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",85.9,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",89.9,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",90.5,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",90.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",89,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",90,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",87.5,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",90.2,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",87.6,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",87,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",82.1,"B","Break"
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",83.5,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",83.6,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",84.4,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",83.2,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",82,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",82.8,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",79.2,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",84.2,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",83,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",87,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",86,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",78,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",77,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",80,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",70.3,"B","Break"
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",79.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",71.4,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",75.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",74.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",75.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",75.7,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",73.8,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",78.3,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",74.8,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",75.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",77.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",75.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",76.6,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",63,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",66,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",71,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",64,"B","Break"
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",61,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",59.6,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",62.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",69.5,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",64.7,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",70.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",64.8,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",66.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",63.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",67.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",67.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",68.2,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",69.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",82,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",81,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",83,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",76.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",79.6,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",76.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",78.6,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",79.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",78.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",79.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",75.5,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",79.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",77.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",79.9,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",80.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",79.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",78.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",91.8,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",91.4,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",91.8,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",89.7,"B","Break"
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",88.1,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",88.1,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",89.8,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",89.4,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",88.8,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",86.4,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",83.8,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",89.5,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",88.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",88.6,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",86.5,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",87.4,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",86.3,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",89.7,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",87.3,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",87.3,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",81.6,"B","Break"
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",83.5,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",84.3,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",83.8,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",83.1,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",82.6,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",82.3,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",79.8,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",83.8,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",83,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",85.6,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",85,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",75.6,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",75.6,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",76.2,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",68.1,"B","Break"
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",76.4,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",69.5,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",72.3,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",71.7,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",72.7,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",73.5,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",71,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",76.5,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",73,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",74.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",75.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",74.4,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",75.1,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",58.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",62.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",63.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2004","2004",57.2,"B","Break"
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2005","2005",55.6,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2006","2006",55.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2007","2007",59.6,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2008","2008",64.1,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2009","2009",62.1,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2010","2010",65.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2011","2011",59,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2012","2012",67.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2013","2013",62.1,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2014","2014",67.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2015","2015",66.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",65.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",67.7,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","1995","1995",79.6,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","1998","1998",79.6,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2002","2002",79.9,,
